0.000000000000000000e+00,3.954325616359710693e-02,2.819812297821044922e-02,1.514844223856925964e-02,1.373577490448951721e-02,1.200254261493682861e-02,4.610575735569000244e-03,1.784309744834899902e-03,4.903912544250488281e-03,1.577936112880706787e-03,1.611094921827316284e-03
1.000000000000000021e-02,3.954325616359710693e-02,2.819812297821044922e-02,1.514844223856925964e-02,1.373577490448951721e-02,1.200254261493682861e-02,4.610575735569000244e-03,1.784309744834899902e-03,4.903912544250488281e-03,1.577936112880706787e-03,1.611094921827316284e-03
2.000000000000000042e-02,3.954325616359710693e-02,2.819812297821044922e-02,1.514844223856925964e-02,1.373577490448951721e-02,1.200254261493682861e-02,4.610575735569000244e-03,1.784309744834899902e-03,4.903912544250488281e-03,1.577936112880706787e-03,1.611094921827316284e-03
2.999999999999999889e-02,4.038457572460174561e-02,2.887837588787078857e-02,1.578044146299362183e-02,1.408500224351882935e-02,1.225116662681102753e-02,4.831694066524505615e-03,2.021811902523040771e-03,5.132274702191352844e-03,1.923456788063049316e-03,2.016805112361907959e-03
4.000000000000000083e-02,4.236058890819549561e-02,3.047418221831321716e-02,1.726020500063896179e-02,1.490130275487899780e-02,1.283398270606994629e-02,5.348835140466690063e-03,2.578224986791610718e-03,5.669185891747474670e-03,2.730092033743858337e-03,2.969633787870407104e-03
5.000000000000000278e-02,4.532365500926971436e-02,3.286738321185112000e-02,1.947843655943870544e-02,1.612359285354614258e-02,1.370813138782978058e-02,6.123205646872520447e-03,3.411829471588134766e-03,6.474934518337249756e-03,3.938488662242889404e-03,4.398766905069351196e-03
5.999999999999999778e-02,5.038389563560485840e-02,3.655563667416572571e-02,2.291481941938400269e-02,1.840092986822128296e-02,1.508690230548381805e-02,7.482597604393959045e-03,4.824358969926834106e-03,7.996395230293273926e-03,5.655506625771522522e-03,6.818175315856933594e-03
7.000000000000000666e-02,5.849504470825195312e-02,4.291357472538948059e-02,2.830627188086509705e-02,2.218528836965560913e-02,1.651221886277198792e-02,9.783331304788589478e-03,7.356729358434677124e-03,9.273521602153778076e-03,9.081548079848289490e-03,9.179472923278808594e-03
8.000000000000000167e-02,6.712686270475387573e-02,4.978943616151809692e-02,3.387471660971641541e-02,2.584927156567573547e-02,1.818083785474300385e-02,1.248983480036258698e-02,9.822502732276916504e-03,1.025712676346302032e-02,1.274696364998817444e-02,1.159805059432983398e-02
8.999999999999999667e-02,7.590359449386596680e-02,5.684472247958183289e-02,3.958537057042121887e-02,2.937467023730278015e-02,1.999183557927608490e-02,1.510676927864551544e-02,1.247674226760864258e-02,1.132156606763601303e-02,1.631811633706092834e-02,1.403782889246940613e-02
1.000000000000000056e-01,8.660060167312622070e-02,6.566323339939117432e-02,4.620738700032234192e-02,3.280535340309143066e-02,2.301500923931598663e-02,1.755206845700740814e-02,1.564862765371799469e-02,1.316279917955398560e-02,1.887900382280349731e-02,1.602583751082420349e-02
1.100000000000000006e-01,9.854060411453247070e-02,7.522886991500854492e-02,5.281054228544235229e-02,3.664613515138626099e-02,2.645639330148696899e-02,2.026375383138656616e-02,1.849338412284851074e-02,1.528414152562618256e-02,2.063094452023506165e-02,1.743011735379695892e-02
1.199999999999999956e-01,1.108583807945251465e-01,8.475113660097122192e-02,5.941264703869819641e-02,4.103570058941841125e-02,2.959182858467102051e-02,2.299671620130538940e-02,2.105125412344932556e-02,1.771699823439121246e-02,2.222986519336700439e-02,1.896755769848823547e-02
1.300000000000000044e-01,1.155322641134262085e-01,8.827862143516540527e-02,6.185285001993179321e-02,4.278941452503204346e-02,3.089645877480506897e-02,2.402643486857414246e-02,2.188276126980781555e-02,1.879455894231796265e-02,2.265514060854911804e-02,1.954898051917552948e-02
1.400000000000000133e-01,1.194508150219917297e-01,9.122961759567260742e-02,6.389051675796508789e-02,4.426240548491477966e-02,3.201445192098617554e-02,2.489484474062919617e-02,2.256266400218009949e-02,1.970909349620342255e-02,2.298663184046745300e-02,2.002921327948570251e-02
1.499999999999999944e-01,1.233693659305572510e-01,9.418061375617980957e-02,6.592818349599838257e-02,4.573540389537811279e-02,3.313244506716728210e-02,2.576325461268424988e-02,2.324256487190723419e-02,2.062363550066947937e-02,2.331811748445034027e-02,2.050944231450557709e-02
1.600000000000000033e-01,1.272879093885421753e-01,9.713160991668701172e-02,6.796584278345108032e-02,4.720839485526084900e-02,3.425043821334838867e-02,2.663166634738445282e-02,2.392246574163436890e-02,2.153817005455493927e-02,2.364960685372352600e-02,2.098967321217060089e-02
1.700000000000000122e-01,1.313498914241790771e-01,1.002119779586791992e-01,7.009396702051162720e-02,4.875512048602104187e-02,3.540945053100585938e-02,2.753260172903537750e-02,2.463320642709732056e-02,2.247708104550838470e-02,2.401081845164299011e-02,2.144514769315719604e-02
1.799999999999999933e-01,1.369795054197311401e-01,1.046255454421043396e-01,7.311596721410751343e-02,5.090308189392089844e-02,3.706679493188858032e-02,2.862678840756416321e-02,2.558238245546817780e-02,2.387984469532966614e-02,2.446862123906612396e-02,2.187145315110683441e-02
1.900000000000000022e-01,1.439206302165985107e-01,1.100061982870101929e-01,7.682276517152786255e-02,5.342069268226623535e-02,3.902543336153030396e-02,3.003161586821079254e-02,2.689745649695396423e-02,2.548804320394992828e-02,2.512444369494915009e-02,2.260036766529083252e-02
2.000000000000000111e-01,1.514493077993392944e-01,1.158126592636108398e-01,8.083502203226089478e-02,5.610316991806030273e-02,4.110708832740783691e-02,3.159664943814277649e-02,2.839129604399204254e-02,2.716301195323467255e-02,2.588973566889762878e-02,2.347849495708942413e-02
2.099999999999999922e-01,1.589312404394149780e-01,1.215530335903167725e-01,8.478070050477981567e-02,5.872375145554542542e-02,4.319378733634948730e-02,3.320005536079406738e-02,2.986648119986057281e-02,2.879410050809383392e-02,2.665244974195957184e-02,2.440737560391426086e-02
